id,Text,clean,cluster
4169,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,haven t heard anything and he s not answering my texts so i m guessing he flaked that said the jb is fantastic,6
4170,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",mmmmmm i love you so much ahmad i can t wait for this year to begin as every second takes me closer to being at your side happy new year my love,9
4171,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,pls what s the full name of joke s school cos fees in university of florida seem to actually be lt gt k pls holla back,1
4172,"Sorry, I'll call later",sorry i ll call later,3
4173,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ok but they said i ve got wisdom teeth hidden inside n mayb need remove,6
4174,And pls pls drink plenty plenty water,and pls pls drink plenty plenty water,6
4175,How are you doing. How's the queen. Are you going for the royal wedding,how are you doing how s the queen are you going for the royal wedding,5
4176,He's in lag. That's just the sad part but we keep in touch thanks to skype,he s in lag that s just the sad part but we keep in touch thanks to skype,4
4177,Ok lor then we go tog lor...,ok lor then we go tog lor,8
4178,Two teams waiting for some players,two teams waiting for some players,6
4179,Can Ì_ send me a copy of da report?,can send me a copy of da report,6
4180,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",swhrt how u dey hope ur ok tot about u day love n miss take care,9
4181,"Ok da, i already planned. I wil pick you.",ok da i already planned i wil pick you,8
4182,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",urgent please call your abta complimentary spanish holiday or cash await collection sae t cs box po ez ppm,6
4183,"Sorry, I'll call later in meeting",sorry i ll call later in meeting,3
4184,I just really need shit before tomorrow and I know you won't be awake before like 6,i just really need shit before tomorrow and i know you won t be awake before like,0
4185,I'm good. Have you registered to vote?,i m good have you registered to vote,6
4186,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",hmm ok i ll stay for like an hour cos my eye is really sore,0
4187,Dear got bus directly to calicut,dear got bus directly to calicut,6
4188,Mm umma ask vava also to come tell him can play later together,mm umma ask vava also to come tell him can play later together,6
4189,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",well the general price is lt gt oz let me know if when how much you want,1
4190,"Sorry, I'll call later",sorry i ll call later,3
4191,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",each moment in a day has its own value morning brings hope afternoon brings faith evening brings luv night brings rest wish u find them all today good morning,5
4192,&lt;#&gt;  w jetton ave if you forgot,lt gt w jetton ave if you forgot,1
4193,Ok i'm coming home now.,ok i m coming home now,8
4194,Can not use foreign stamps in this country.,can not use foreign stamps in this country,6
4195,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",double mins and txts months free bluetooth on orange available on sony nokia motorola phones call mobileupd on or call optout n dx,6
4196,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",sorry it s a lot of friend of a friend stuff i m just now about to talk to the actual guy who wants to buy,4
4197,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates pobox w wq norm p tone,4
4198,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",want to funk up ur fone with a weekly new tone reply tones u this text the original n best tones gbp network operator rates apply,6
4199,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",cmon babe make me horny turn me on txt me your fantasy now babe im hot sticky and need you now all replies cost cancel send stop,9
4200,I will come tomorrow di,i will come tomorrow di,6
4201,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,wylie update my weed dealer carlos went to freedom and had a class with lunsford,6
4202,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,are you happy baby are you alright did you take that job i hope your fine i send you a kiss to make you smile from across the sea kiss kiss,6
4203,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,c movie is juz last minute decision mah juz watch lar but i tot not interested,6
4204,How are you enjoying this semester? Take care brother.,how are you enjoying this semester take care brother,6
4205,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,important information orange user xxxxxx today is ur lucky day find out why log onto there s a fantastic prizeawaiting you,6
4206,"Get the door, I'm here",get the door i m here,6
4207,"Lets use it next week, princess :)",lets use it next week princess,6
4208,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,or i go home first lar wait me lor i put down my stuff first,6
4209,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,i want kfc its tuesday only buy meals only no gravy only mark,6
4210,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),no da he is stupid da always sending like this don believe any of those message pandy is a mental,0
4211,Oi when you gonna ring,oi when you gonna ring,6
4212,Missed call alert. These numbers called but left no message. 07008009200,missed call alert these numbers called but left no message,6
4213,I attended but nothing is there.,i attended but nothing is there,6
4214,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.,ard like dat lor we juz meet in mrt station then dun haf to come out,0
4215,No dear i was sleeping :-P,no dear i was sleeping p,6
4216,Er mw im filled tuth is aight,er mw im filled tuth is aight,6
4217,Will be office around 4 pm. Now i am going hospital.,will be office around pm now i am going hospital,5
4218,Actually i'm waiting for 2 weeks when they start putting ad.,actually i m waiting for weeks when they start putting ad,6
4219,Anything lor if they all go then i go lor...,anything lor if they all go then i go lor,6
4220,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,u free on sat rite u wan watch infernal affairs wif me n darren n mayb xy,6
4221,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",plz note if anyone calling from a mobile co amp asks u to type lt gt or lt gt do not do so disconnect the call coz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn,1
4222,Yo you around? A friend of mine's lookin to pick up later tonight,yo you around a friend of mine s lookin to pick up later tonight,6
4223,Stupid auto correct on my phone,stupid auto correct on my phone,6
4224,Double eviction this week - Spiral and Michael and good riddance to them!,double eviction this week spiral and michael and good riddance to them,6
4225,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",the world suffers a lot not because of the violence of bad people but because of the silence of good people,6
